"","X.1","PLT_CN","PREVDIA.EM","DIA.EM","PREVDIA.AM","DIA.AM","PREVDIA.EITHER","DIA.EITHER","PREVDIA.OTHER","DIA.OTHER","PREVDIA.TOT","DIA.TOT","BASAL.EM","BASAL.AM","BASAL.EITHER","BASAL.OTHER","PREVSTEM.EM","STEM.EM","PREVSTEM.AM","STEM.AM","PREVSTEM.EITHER","STEM.EITHER","PREVSTEM.OTHER","STEM.OTHER","PREVSTEM.TOT","STEM.TOT","REMPER","latitude","longitude","elevation","grm.out","X","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage","map","mat"
"1705",1705,54954576010478,0,5.1,0,0,0,0,0,0,0,5.1,20.4282062299676,0,0,0,0,1,0,0,0,0,0,0,0,1,5,34.759008,-78.583406,80,1,2085,0.25366583125,0.012955190625,0.275166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203.51000976562,16.5900001525879
"1706",1706,54956767010478,262.6,262.6,43.1,43.1,0,0,0,0,305.7,305.7,1764.97816871328,214.17022517685,0,0,33,33,7,7,0,0,0,0,40,40,NA,33.967493,-78.453431,60,0,2086,15.7894194044444,0.554367926833333,20.4445,15.3161,0.5431,20,3.45,2.925,4514,5779,10934,20142,35514,117.6,635.5,11.2,11.3,0,12.9,109.5,2586.2,224.1,NA,1393.68994140625,17.2800006866455
"1707",1707,54958527010478,333,361.2,0,5.1,0,0,0,0,333,366.3,2547.39181908982,20.4282062299676,0,0,41,41,0,1,0,0,0,0,41,42,1.2,35.785341,-81.532547,1100,1,2087,4.45681179333333,0.114927364388889,20.4868333333333,3.5632,0.0945,20,5.02,4.38,0,8424,7636,19064,22264,2050.5,1886.7,0,29.2,96.7,0,98.9,4104.1,1165.2,NA,1201.75,14.6499996185303
"1708",1708,54962695010478,304.7,308.3,108.7,116.16,0,0,6,5.8,419.4,430.26,3074.88878757245,585.873729012368,0,26.4207942166902,26,26,18,19,0,0,1,1,45,46,2,35.769841,-79.162814,390,1,2089,4.10106788444445,0.191627740444444,20.4445,3.6488,0.1779,20,5.465,4.89,2669,7815,67737,216842,4889,30702.9,732.5,0,42.4,1109.3,26.6,79.8,3966.9,444.8,NA,1175.02001953125,15.2799997329712
"1709",1709,54966037010478,143.3,162.2,107.2,154.8,0,0,0,0,250.5,317,1547.1715500399,1065.12557327308,0,0,14,14,13,20,0,0,0,0,27,34,5.2,34.366865,-78.434586,60,1,2091,5.41834087833333,0.292494245333333,20.2328333333333,4.9194,0.2769,20,4.41,4.045,905,6219,5258,22276,46341,480.7,1781.7,45.2,0,84.8,33.9,311.3,2975.3,2812.9,NA,1253.98999023438,16.8899993896484
"1710",1710,54967496010478,239.4,282.8,9.5,29.3,0,0,0,0,248.9,312.1,2974.6170040515,135.991691992268,0,0,21,22,2,5,0,0,0,0,23,27,5.4,35.152215,-77.285274,50,1,2092,14.7313976259259,0.528920172592593,21.1006666666667,13.5787,0.498,20,3.97,3.52,1928,3301,1177,1732,97537,111,793.2,22,0,928.8,20.1,194.2,2558,1190.2,NA,1311.83996582031,16.7900009155273
"1711",1711,54969033010661,89.9,240.3,22.2,206.5,0,0,0,0,112.1,446.8,2170.11010333859,1915.65680636108,0,0,9,22,3,21,0,0,0,0,12,43,10,46.188858,-88.748747,1619,0,2093,15.6143275806667,0.6742121198,21.9473333333333,8.7121,0.38029,20,4.5,3.85,4786,7931,11335,93518,23134,11510.2,1984.5,51.7,20.5,808.1,19.6,19.6,1916,5976.3,NA,792.22998046875,4.3899998664856
"1712",1712,54981911010661,0,62.2,0,238.7,0,0,0,0,0,300.9,571.220084238964,1938.24485754039,0,0,0,6,0,25,0,0,0,0,0,31,NA,45.233094,-84.885115,740,0,2094,10.2381609836296,0.446824386685185,28.1703333333333,2.8778,0.15148,20,4.72,3.885,293,5274,3895,33462,16445,916,883.4,0,0,215.9,0,28.2,410.2,323.4,NA,856.460021972656,6.65000009536743
"1713",1713,54992459010661,0,10.7,81.2,290,19.8,41.2,0,0,101,341.9,89.9202357273738,1953.8035951573,286.340462411442,0,0,1,10,36,2,5,0,0,12,42,10,45.73012,-84.834267,645,0,2095,8.56924914096296,0.527476664296296,14.2121666666667,4.9565,0.3174,10,6.57,6.4,3082,3956,27784,182413,46,135.7,39.1,34.5,2.3,4.6,4.6,0,2599,NA,287.5,767.780029296875,6.17999982833862
"1714",1714,54995765010661,0,7.5,0,32.4,27.3,273.1,0,0,27.3,313,44.1786466911065,248.499978898953,1616.18448665764,0,0,1,0,4,5,38,0,0,5,43,9,44.608544,-85.056369,1125,0,2096,14.136335472,0.6308091564,23.2173333333333,2.3702,0.18488,20,4.65,3.7,3694,5584,2846,22984,1714,1256.4,434.4,0,13.8,362.4,12.8,217.6,1172,247.2,NA,833.22998046875,6.19999980926514
"1715",1715,54999385010661,169.4,264.2,72.6,363.4,0,0,0,0,242,627.6,2771.54445492345,3391.36497751345,0,0,14,23,7,36,0,0,0,0,21,59,8,46.567187,-87.954285,1708,0,2097,38.2160193,1.89343070933333,28.2973333333333,4.9908,0.3486,20,4.5,4.15,1156,6322,5930,24375,35445,2626,NA,NA,NA,NA,NA,NA,2509.6,340.6,NA,806.900024414062,4.03000020980835
"1716",1716,55006721010661,0,0,44.7,109.3,5.5,36.2,0,0,50.2,145.5,0,894.717733760739,172.756180020903,0,0,0,4,12,1,6,0,0,5,18,10,42.875532,-83.718979,884,0,2098,14.2168028953148,0.854472535888889,26.5828333333333,7.8636,0.6677,20,5.26,4.82,3410,19520,93540,680584,4681,1617,335.9,111.5,23.5,253.9,47,177.4,1963,2065.9,NA,815.260009765625,8.60000038146973
"1717",1717,55011870010661,64.1,263.8,5.2,33.9,44.1,79.1,0,0,113.4,376.8,1927.66554427943,184.654962196374,666.590983220316,0,7,33,1,5,4,8,0,0,12,46,8,46.205438,-87.481934,1145,0,2099,2.9007,0.2106,20,2.9007,0.2106,20,4.69,4.195,638,3851,1645,14282,18024,2019.3,NA,NA,NA,NA,NA,NA,1160.6,9285.7,NA,818.52001953125,4.96000003814697
"1718",1718,55017028010661,0,11.1,0,270.1,0,0,0,0,0,281.2,96.7689077121996,2392.26782783719,0,0,0,1,0,27,0,0,0,0,0,28,NA,46.591381,-90.171527,1245,0,2100,8.50210333,0.495235741333333,22.2013333333333,6.2174,0.425,20,4.5,3.89,2876,9442,16962,195824,34588,1460.4,3625.2,55,21.4,721.8,21.4,125.6,1468,758.6,NA,851.989990234375,4.78000020980835
"1719",1719,55021971010661,50.1,122.8,164.6,367,0,0,0,0,214.7,489.8,1259.15033555879,3986.79103314832,0,0,4,11,14,33,0,0,0,0,18,44,11,46.320964,-84.562061,663,0,2101,13.21306471,0.730332256,26.858,5.7916,0.41053,20,4.935,4.31,3417,16571,21855,118630,41541,10344.7,1376.2,84.1,0,752.2,26.3,71,1945.8,449.8,NA,830.859985351562,4.96000003814697
"1720",1720,55037207010661,0,78.6,0,161.7,0,0,0,0,0,240.3,452.028058961767,1929.7154334859,0,0,0,11,0,14,0,0,0,0,0,25,NA,47.359398,-88.107135,744,0,2102,22.7695507733333,0.901438442518518,21.6933333333333,9.6286,0.49702,20,5.65,5,2574,7145,40528,366527,266,5601.7,9,0,0,63.3,37.4,0,1241,176.1,NA,728.039978027344,5.42000007629395
"1721",1721,55038583010661,26.5,185.6,10.8,187.3,0,0,0,0,37.3,372.9,1569.93238881516,1300.4858408984,0,0,2,20,1,23,0,0,0,0,3,43,12,46.468816,-85.203812,788,0,2103,18.3987595731111,0.821438222177778,26.0113333333333,3.4488,0.15873,20,4.075,3.41,412,2523,674,3726,18391,35.1,2069.3,11.7,0,114.7,0,211.1,991.4,337.5,NA,873.590026855469,4.94000005722046
"1722",1722,55054539010661,0,58.2,0,128.9,0,0,0,0,0,187.1,338.129617305869,810.428802864925,0,0,0,8,0,17,0,0,0,0,0,25,NA,45.730901,-87.674475,980,0,2104,9.11349144933333,0.441573976,22.8786666666667,4.6392,0.3201,20,6.105,5.86,996,13086,62499,307857,1005,13785.3,NA,NA,NA,NA,NA,NA,3764.7,NA,NA,780.510009765625,5.40000009536743
"1723",1723,55061847010661,0,79.7,0,89.5,0,127.6,0,0,0,296.8,575.233468853925,690.058680342632,1398.68417326798,0,0,10,0,10,0,10,0,0,0,30,NA,44.133334,-85.071632,1108,0,2105,12.22374304,0.614993921866667,23.2173333333333,7.5182,0.45333,20,5.53,4.96,3190,15575,51710,277327,1617,4905.4,245.9,28.8,0,509.6,13.3,28.8,1331.4,1209.6,NA,825.760009765625,6.53999996185303
"1724",1724,55086269010661,0,11.6,75.4,252.2,14.2,45,0,0,89.6,308.8,105.683176866761,2155.55667537083,534.432034265428,0,0,1,6,26,1,3,0,0,7,30,11,47.07253,-88.588544,803,0,2108,6.32383216266667,0.320494878222222,24.1486666666667,3.262,0.222,20,4.49,3.77,4172,10488,9826,67712,11848,410,2080.8,22.4,103.2,1226,11.2,367.6,1558,1374.4,NA,749.820007324219,5.69999980926514
"1725",1725,55088578010661,99.7,315.3,38.3,130.9,12.2,7.5,0,0,150.2,453.7,3696.53143390153,1016.375909271,44.1786466911065,0,7,25,4,16,2,1,0,0,13,42,10,46.745265,-85.264551,685,0,2109,20.1400328152222,0.86434157905,24.6355,4.7835,0.22575,20,3.955,3.24,2655,3030,3145,45760,2265,637.5,717.5,0,55,203.5,0,187,1175,104.5,NA,861.539978027344,5.09000015258789
"1726",1726,55092412010661,11.8,8.9,194,317.6,27.3,0,0,0,233.1,326.5,62.2113885227119,3835.44480706163,0,0,1,1,12,23,2,0,0,0,15,24,11,46.86672,-88.783268,1238,0,2110,20.161721817,1.054993915,27.8105,3.9303,0.3112,20,4.685,4.025,4127,5858,12885,153787,10424,183,1362.8,26.7,41.2,971.1,12.2,128.9,923,771.3,NA,822.330017089844,4.94999980926514
"1727",1727,55115317010661,0,26.7,0,246.4,0,0,0,0,0,273.1,280.143670902236,2326.01949275461,0,0,0,2,0,23,0,0,0,0,0,25,NA,46.290128,-85.509081,940,0,2111,16.380345037037,0.85198752237037,23.3866666666667,6.63,0.38891,20,4.78,4.145,4242,7183,8846,62537,29915,7046.4,2054.3,25.4,25,1199.7,25.4,253.6,2131,3710,NA,794.119995117188,5.09999990463257
"1728",1728,55122627010661,58.7,62,31,147.4,9.8,8.6,0,0,99.5,218,536.474069490261,1372.07488349207,58.0880481648753,0,6,6,5,16,1,1,0,0,12,23,12,45.738329,-87.13978,610,0,2112,20.2036313629957,0.933557211643953,70.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726.5,5.71000003814697
"1729",1729,55134370010661,31.4,132.5,103.9,497.9,0,0,0,0,135.3,630.4,1131.46815613527,3103.2887851609,0,0,3,15,14,68,0,0,0,0,17,83,12,46.058557,-86.620243,782,0,2113,10.0582416031897,0.525136575921915,70.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.460021972656,5.53999996185303
"1730",1730,55151626010661,0,127,0,427.6,0,31.6,0,0,0,586.2,1164.85543206129,3548.17757481738,293.566125514698,0,0,12,0,43,0,3,0,0,0,58,NA,46.008492,-84.362776,666,0,2114,26.7007994222222,1.06890002844444,21.6086666666667,15.2472,0.77931,20,7.245,6.77,1597,6034,120602,552598,0,281.5,29.4,0,1.9,7.6,10.9,16.1,1702,NA,NA,802.849975585938,5.69999980926514
"1731",1731,55189894010661,0,0,6.3,56.8,0,0,0,0,6.3,56.8,0,446.247528479162,0,0,0,0,1,6,0,0,0,0,1,6,10,42.44688,-84.65221,872,0,2118,25.8764996175,1.55435143333333,36.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.619995117188,8.73999977111816
"1732",1732,55194961010661,0,129,0,48.1,0,69.9,0,0,0,247,798.545728652722,319.743446300735,969.094939834477,0,0,17,0,6,0,4,0,0,0,27,NA,45.615537,-84.857075,637,0,2119,26.7017593996096,1.09089751819243,63.8573333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771.619995117188,6.07999992370605
"1733",1733,55195694010661,29.8,141.4,0,99.5,34.2,141.6,0,0,64,382.5,1064.84282993426,845.394729099379,1448.69832831313,0,4,17,0,11,3,11,0,0,7,39,8,43.452777,-85.572012,898,0,2120,10.716281678,0.636575268666667,24.4873333333333,2.4443,0.2174,20,5.0875,4.695,461,6653,6456,64747,8757,6080.7,NA,NA,NA,NA,NA,NA,1502.2,12811.6,NA,890.77001953125,7.73999977111816
"1734",1734,55205687010661,16,29.8,219,626.9,0,33,0,0,235,689.7,280.905507120731,6103.55689322896,285.712143880724,0,1,3,19,61,0,3,0,0,20,67,11,46.383547,-88.989214,1706,0,2121,17.3981471673889,0.844450013,26.9215,3.7588,0.2604,20,4.02,3.425,2262,9001,6720,52302,46527,969.9,5074,71.7,68.4,770.1,12.5,381.9,1453,489.2,NA,776.330017089844,4.23000001907349
"1735",1735,55213121010661,110,500.2,0,0,0,0,0,0,110,500.2,3894.77378432468,0,0,0,12,54,0,0,0,0,0,0,12,54,8,43.810299,-86.000941,892,0,2122,12.8601288,0.5330404,22.9633333333333,3.8286,0.2098,20,4.7,4.05,748,4246,2002,35182,19948,4311.6,NA,NA,NA,NA,NA,NA,1811.2,8512,NA,882.359985351562,7.51999998092651
"1736",1736,55223662010661,0,38.6,0,355.3,0,0,0,0,0,393.9,327.683821732683,2535.61870062049,0,0,0,4,0,42,0,0,0,0,0,46,NA,46.429588,-87.36143,1105,0,2123,19.1130219842222,0.780854247866667,24.318,5.2244,0.2272,20,4.21,3.595,1416,2472,1540,13416,40968,858.8,4262,11.6,11.6,188.4,0,142.8,1292,1699.6,NA,828.700012207031,5.51000022888184
"1737",1737,55238614010661,23,192.3,35.4,162.3,10.4,54.3,0,0,68.8,408.9,1181.05819617218,1067.06550673668,494.604493399543,0,3,26,4,22,1,5,0,0,8,53,12,46.34597,-90.108856,1678,0,2124,14.1691892292593,0.654503531814815,25.1858333333333,5.8125,0.29264,20,5.035,4.39,2480,9641,39835,238018,39432,1255.5,3909.1,52.7,0,229.4,0,18.6,1298.9,263.5,NA,844.400024414062,4.48999977111816
"1738",1738,55242163010661,200.9,202.4,110,241.4,11.8,0,0,0,322.7,443.8,3291.5565789089,2227.79759844013,0,0,11,11,10,23,1,0,0,0,22,34,10,44.796345,-85.257867,892,0,2125,16.6278643982222,0.837642338666667,27.7046666666667,4.6295,0.3365,20,5.52,4.995,2800,8950,16380,212430,1185,7691,181.5,0,0,269.5,25,21,1275,807.5,NA,820.690002441406,6.80000019073486
"1739",1739,55255994010661,0,132.8,0,212.8,0,0,0,0,0,345.6,1084.43066012939,1377.91824582775,0,0,0,14,0,28,0,0,0,0,0,42,NA,46.657572,-89.807461,1738,0,2126,28.878585,1.7530825,28.2338333333333,4.4241,0.3945,20,4.45,4.25,1179,8286,22236,167439,22521,713.7,NA,NA,NA,NA,NA,NA,2516.4,1554.3,NA,912.789978027344,4.30000019073486
"1740",1740,55258678010661,0,240.7,0,103.2,0,0,0,0,0,343.9,1964.57140397748,596.808356402453,0,0,0,25,0,15,0,0,0,0,0,40,NA,47.457294,-87.852819,962,0,2127,10.5334510635556,0.302318532888889,4.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728.97998046875,5.53999996185303
"1741",1741,55295842010661,0,57.6,0,151.6,0,22.4,0,0,0,231.6,515.943761499052,1112.32800289327,197.182062902563,0,0,6,0,18,0,2,0,0,0,26,NA,43.91215,-85.353814,1219,0,2129,38.3703537643564,1.30232120852118,26.7521666666667,6.98596574585635,0.298152486187845,20,4.82,4.565,396.011049723757,7188.34254143646,11113.7458563536,137486.453038674,5316.83977900553,4576.47403314917,NA,NA,NA,NA,NA,NA,2692.87513812155,3432.93591160221,NA,854.380004882812,6.75
"1742",1742,55322798010661,0,152.5,0,84.9,0,0,0,0,0,237.4,1004.32790144449,756.000710141482,0,0,0,20,0,8,0,0,0,0,0,28,NA,46.488182,-85.785891,1040,0,2130,14.2251376900556,0.626388052111111,26.7945,3.5645,0.1826,20,4.16,3.435,3667,1935,2600,32699,20009,37.2,1995.3,27.8,52.6,340.4,0,303.6,913,1556.5,NA,821.859985351562,4.67999982833862
"1743",1743,55350691010661,0,8.6,0,8.5,0,0,0,0,0,17.1,58.0880481648753,56.7450173054656,0,0,0,1,0,1,0,0,0,0,0,2,11,46.101339,-85.253414,703,0,2131,10.182062384,0.425569876,29.1228333333333,6.4363,0.2861,20,6.14,5.715,2545,6411,20484,272473,131,806.5,394.8,0,5.6,33.7,0,5.6,972,372.3,NA,834.25,5.25
"1744",1744,55352783010661,0,17.5,0,69.5,0,0,0,0,0,87,121.681737455167,499.83524516777,0,0,0,2,0,8,0,0,0,0,0,10,NA,46.156012,-88.915425,1687,0,2132,14.6282406869815,0.767666770666667,25.8631666666667,6.3132,0.40734,20,4.54,4.035,1020,9894,5070,37704,58530,5520,1147.8,70.2,0,280.2,9,67.8,2149.8,1879.8,NA,814.400024414062,4.44000005722046
"1745",1745,55359522010661,0,25.2,0,196.9,0,0,0,0,0,222.1,322.013246992954,1816.31964665457,0,0,0,2,0,19,0,0,0,0,0,21,NA,44.451978,-84.429394,1153,0,2133,14.5050204907182,0.91027618747698,24.6143333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.840026855469,6.15999984741211
"1746",1746,55360932010661,7.6,39.2,0,0,9.8,89.8,0,0,17.4,129,217.947990342792,0,496.27739148758,0,1,6,0,0,2,13,0,0,3,19,12,46.010965,-88.265,1353,0,2134,21.5764354328704,0.935420098935185,26.8791666666667,3.0468,0.14022,20,4.3,3.59,1122,5422,7106,37878,38047,724.6,3920.9,39.7,14,261.6,0,77.1,867.1,4649.8,NA,745.429992675781,4.63000011444092
"1747",1747,55400996010661,0,250.2,0,6.3,0,0,0,0,0,256.5,1792.31002479951,31.1724531052447,0,0,0,30,0,1,0,0,0,0,0,31,NA,46.414597,-86.030373,808,0,2137,23.0836385386667,0.917192821333333,26.9426666666667,2.1024,0.1515,20,4.7,3.86,498,4938,2085,10848,14805,1185.3,NA,NA,NA,NA,NA,NA,1892.1,1897.5,NA,824.52001953125,5.21999979019165
"1748",1748,55407966010661,30.4,141.9,0,92.7,0,34.8,0,0,30.4,269.4,1086.79470860122,535.68081734523,196.852195673936,0,4,16,0,13,0,5,0,0,4,34,11,44.531519,-85.240975,1111,0,2138,8.46996141544444,0.330065684244444,25.207,4.5546,0.20645,20,5.415,4.755,2009,5603,8663,84085,2430,7503.6,141.7,68.8,0,499.4,17.8,35.6,598.3,2571.6,NA,828.919982910156,6.61999988555908
"1749",1749,55408107010661,0,14.6,10.2,66.2,39.2,177.8,0,0,49.4,258.6,83.723444218168,508.168319681417,1377.85541397468,0,0,2,1,8,5,20,0,0,6,30,9,44.354968,-83.888217,973,0,2139,12.4044521666667,0.488721097333333,21.9473333333333,4.638,0.28089,20,5.175,4.41,4912,5972,4782,45309,15874,577.5,673.8,0,11.9,498.3,11.9,119,1889,1704.5,NA,774.47998046875,6.78000020980835
"1750",1750,55412300010661,0,5.8,0,228.5,0,0,0,0,0,234.3,26.4207942166902,2045.95436166872,0,0,0,1,0,24,0,0,0,0,0,25,NA,46.6084,-87.600347,1501,0,2141,19.937445830037,1.10102046007407,28.0221666666667,11.4472,0.7938,20,4.44,3.88,3782,17950,28242,320016,19830,2310,4671.2,75,46.4,2234,39.4,173.8,2720,660.6,NA,862.559997558594,4.59999990463257
"1751",1751,55428407010661,0,22.2,0,10.8,0,27.8,0,0,0,60.8,134.303085940964,45.8044208893392,202.64843411981,0,0,3,0,2,0,3,0,0,0,8,NA,46.534904,-89.252712,1218,0,2142,12.3297506474074,0.635319126962963,21.4393333333333,9.5944,0.56141,20,4.6,4.15,5915,53202,88413,300881,84385,2017,4115.2,106.2,34.1,235.3,11.4,193.3,3694,5605.4,NA,822.900024414062,4.67999982833862
"1752",1752,55448363010661,0,0,0,222.7,0,0,0,0,0,222.7,0,2671.14700769636,0,0,0,0,0,17,0,0,0,0,0,17,NA,38.451221,-85.920609,491,0,2143,7.35278505,0.55498185,21.4393333333333,4.9197,0.4208,20,5.04,4.825,1498,12816,29679,251532,10410,21108,NA,NA,NA,NA,NA,NA,5841,884.4,NA,1153.61999511719,12.9899997711182
"1753",1753,55449488010661,0,0,296.3,314.1,0,0,0,0,296.3,314.1,0,2511.72688848994,0,0,0,0,33,33,0,0,0,0,33,33,3,39.433747,-87.017276,739,0,2144,10.378946104,0.618137488,23.8946666666667,4.6654,0.3502,20,4.69,4.41,1392,13332,22124,104502,24418,44365.6,NA,NA,NA,NA,NA,NA,5033.8,1160,NA,1132.0400390625,11.6499996185303
"1754",1754,55455767010661,96.9,258.5,23.4,55.2,5.2,18.3,0,0,125.5,332,2561.8352913147,319.327185274134,88.5693508863302,0,8,22,3,8,1,3,0,0,12,33,10,44.004174,-86.002513,1012,0,2145,8.71672048377778,0.349529372281482,24.4873333333333,3.339,0.163,20,4.665,4.04,1530,3860,3070,14980,19450,9018,617,13,28,714,13,80,1454,1362,NA,878.489990234375,7.69999980926514
"1755",1755,55455963010661,0,160.9,0,63.5,0,0,0,0,0,224.4,1816.46101832398,643.641648885843,0,0,0,12,0,7,0,0,0,0,0,19,NA,38.746816,-87.067918,656,0,2146,9.819342135,0.489821365,24.0216666666667,2.6928,0.1614,20,4.41,4.06,1623,18388,24550,31902,53456,49518,NA,NA,NA,NA,NA,NA,5433,532.8,NA,1173.2099609375,12.5100002288818
"1756",1756,55456250010661,64.7,95.9,149.7,587.2,0,0,0,0,214.4,683.1,1060.84515328257,4972.84271933055,0,0,5,7,14,62,0,0,0,0,19,69,10,46.27361,-87.128615,1062,0,2147,15.3011498488889,0.713791623703704,25.7996666666667,5.2187,0.3206,20,4.52,3.98,3830,7307,3582,36357,34631,378.9,6388.4,12.5,93.7,836.9,22.9,218.7,1978,791,NA,837.809997558594,5.1399998664856
"1757",1757,55463823010661,0,16.7,0,107.2,0,112.8,0,0,0,236.7,126.111383096728,1166.39481246155,1063.94747602799,0,0,2,0,9,0,12,0,0,0,23,NA,41.716973,-85.861431,819,0,2148,8.1365,0.6535,20,8.1365,0.6535,20,5.385,5.21,1940,9425,46315,481810,460,7114,NA,NA,NA,NA,NA,NA,7245.5,1771,NA,992.799987792969,9.67000007629395
"1758",1758,55484835010661,0,0,44.4,197.7,0,114.2,0,0,44.4,311.9,0,1492.42144406946,1217.00587011088,0,0,0,6,23,0,10,0,0,6,33,9,43.503888,-85.213598,1006,0,2150,15.02566418,0.91574874,23.302,11.5302,0.7874,20,4.97,4.45,2302,7290,19838,222322,11944,2902.4,744.4,14.6,0,1178.6,39.8,222.2,1612,2405.8,NA,869.140014648438,7.53000020980835
"1759",1759,55493345010661,0,100.1,0,250.7,0,11.3,0,0,0,362.1,1281.60486905032,2009.27626743806,100.28749148422,0,0,8,0,27,0,1,0,0,0,36,NA,39.064552,-85.671238,689,0,2151,7.374969648,0.43493228,23.4713333333333,4.3275,0.2681,20,4.28,4.025,1682,12168,19020,135450,48452,16284.5,NA,NA,NA,NA,NA,NA,4377.7,1472.2,NA,1146.94995117188,12
"1760",1760,55505064010661,24.7,66.8,156.7,268.1,0,0,0,0,181.4,334.9,660.943970425489,2532.10011684847,0,0,3,6,13,27,0,0,0,0,16,33,8,45.071555,-84.800324,1367,0,2152,20.65010464,1.22514463466667,23.8946666666667,6.2442,0.44833,20,5.34,4.785,4810,7498,10025,233420,2681,17529.7,191.4,18.8,0,532.8,28.2,9.4,2478,778.4,NA,899.510009765625,6.05000019073486
"1761",1761,55508601010661,50.3,53.9,57.7,107.2,0,0,0,0,108,161.1,578.280813727907,696.145516108962,0,0,4,4,8,15,0,0,0,0,12,19,4,38.592887,-86.881555,628,0,2153,6.8217809,0.41607406,23.302,3.1138,0.2096,20,4.505,4.12,892,12096,5084,21832,30676,16645,NA,NA,NA,NA,NA,NA,3449,1454.8,NA,1196.81994628906,12.4899997711182
"1762",1762,55510363010661,0,0,0,312.8,0,0,0,0,0,312.8,0,3027.83558360331,0,0,0,0,0,30,0,0,0,0,0,30,NA,40.779389,-86.085059,644,0,2154,7.7372,0.6036,20,7.7372,0.6036,20,7.23,7,1256,52736,125400,940180,504,1884,NA,NA,NA,NA,NA,NA,8655.6,NA,1394.4,1020.27001953125,10.3100004196167
"1763",1763,55518321010661,0,0,0,201.7,0,0,0,0,0,201.7,0,2062.85613014503,0,0,0,0,0,17,0,0,0,0,0,17,NA,38.986899,-84.916211,669,0,2155,9.45257568,0.634968684,22.286,5.8524,0.4329,20,5.715,5.46,2565,42036,72255,1197267,2660,5874,NA,NA,NA,NA,NA,NA,10241,15193,NA,1050.91003417969,12.1999998092651
"1764",1764,55520453010661,45.9,179.7,46.5,98.3,0,0,0,0,92.4,278,1495.72011635573,893.005565764533,0,0,5,18,4,9,0,0,0,0,9,27,12,46.629612,-85.823204,698,0,2156,38.980357475,1.74673548,32.3825,3.3415,0.18905,20,4.44,3.73,2347,5422,3079,25943,39232,600,3867.6,191,0,454,0,176.2,1347.1,2601.6,NA,761.630004882812,5.28000020980835
"1765",1765,55521221010661,176.5,185.2,45.3,47.9,0,0,0,0,221.8,233.1,2243.20711040599,404.550739984392,0,0,13,13,5,5,0,0,0,0,18,18,4,39.3507,-86.733637,588,0,2157,1.9249,0.1404,20,1.9249,0.1404,20,5.02,4.685,613,7914,14417,84998,3668,7332.9,NA,NA,NA,NA,NA,NA,2178.3,4585.6,NA,1172.68005371094,11.6899995803833
"1766",1766,55525912010661,38.5,42.9,105.9,156.7,0,0,0,0,144.4,199.6,324.817118436283,1104.37191949805,0,0,5,5,13,19,0,0,0,0,18,24,4,38.031075,-86.660203,590,0,2158,7.50719248,0.441995648,23.8735,3.2011,0.2345,20,4.63,4.49,764,12806,11006,71947,10937,13210,NA,NA,NA,NA,NA,NA,2488,2221.2,NA,1207.17004394531,12.960000038147
"1767",1767,55527554010661,0,14.3,0,122.4,0,185.8,0,0,0,322.5,85.1135989673815,703.936665889865,1790.80206032579,0,0,2,0,18,0,16,0,0,0,36,NA,43.799563,-84.186911,661,0,2159,19.5058276627222,0.775362985703704,27.6411666666667,4.2464,0.211,20,4.71,4.265,1112,6306,2978,18024,19982,1047.4,1286.6,38.6,17.4,254,6.8,287.2,10916,928.2,NA,795.400024414062,8.36999988555908
"1768",1768,55537032010661,0,60,0,164.7,0,0,0,0,0,224.7,464.453057906715,1212.01859177331,0,0,0,7,0,21,0,0,0,0,0,28,NA,43.629938,-84.516845,725,0,2160,13.3162039444444,0.599432509259259,25.2916666666667,6.1924,0.3064,20,4.85,4.29,1688,5048,4873,53345,25512,585.8,2151.4,10.1,21.1,803.3,10.1,194.6,4000,507.5,NA,816.27001953125,8.46000003814697
"1769",1769,55540812010661,0,142.6,0,23.6,0,0,0,0,0,166.2,1627.95760512696,161.682065916999,0,0,0,11,0,3,0,0,0,0,0,14,NA,38.672074,-85.881845,645,0,2161,1.8277,0.189,20,1.8277,0.189,20,4.515,4.02,5668,19057,45783,24908,136068,11829,NA,NA,NA,NA,NA,NA,8346,788.2,NA,1155.16003417969,12.4399995803833
