"","X.1","PLT_CN","PREVDIA.EM","DIA.EM","PREVDIA.AM","DIA.AM","PREVDIA.EITHER","DIA.EITHER","PREVDIA.OTHER","DIA.OTHER","PREVDIA.TOT","DIA.TOT","BASAL.EM","BASAL.AM","BASAL.EITHER","BASAL.OTHER","PREVSTEM.EM","STEM.EM","PREVSTEM.AM","STEM.AM","PREVSTEM.EITHER","STEM.EITHER","PREVSTEM.OTHER","STEM.OTHER","PREVSTEM.TOT","STEM.TOT","REMPER","latitude","longitude","elevation","grm.out","X","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage","map","mat"
"2117",2117,63716519010661,0,210.6,0,39.6,0,0,0,0,0,250.2,2473.14027672222,412.161248187713,0,0,0,15,0,3,0,0,0,0,0,18,NA,44.436595,-90.10865,1000,0,2564,23.3632734933333,1.08234437666667,25.5033333333333,6.8376,0.508,20,4.635,4.41,1928,9912,24376,185832,12160,28830.4,NA,NA,NA,NA,NA,NA,3140.8,2432.8,NA,825.02001953125,6.8600001335144
"2118",2118,63725368010661,0,19.5,0,282.3,0,19.7,0,0,0,321.5,179.047219309716,1752.30969633768,152.406513607275,0,0,2,0,39,0,2,0,0,0,43,NA,45.59914,-90.856771,1406,0,2565,14.2994509448564,0.733813107344383,27.0061666666667,8.21976574585635,0.41847955801105,20,5.735,5.39,3895.29281767956,12131.0055248619,82889.6132596685,301933.104972376,404.729281767956,39270.0464088398,NA,NA,NA,NA,NA,NA,3451.95580110497,NA,NA,816.460021972656,5.1100001335144
"2119",2119,63739815010661,129.5,296,35.2,174.1,0,0,0,0,164.7,470.1,4005.64058906986,1251.61836717181,0,0,8,18,4,22,0,0,0,0,12,40,4,45.699492,-91.32007,1461,0,2566,9.74114306,0.53576371,23.302,7.0268,0.4248,20,4.68,4.425,2352,13236,32444,224380,10812,10238,NA,NA,NA,NA,NA,NA,3348,3492.4,NA,859.010009765625,5.07999992370605
"2120",2120,63751860010661,0,21.3,0,32.5,0,0,0,0,0,53.8,121.084834850985,168.491467993655,0,0,0,3,0,5,0,0,0,0,0,8,NA,45.243978,-90.387901,1504,0,2567,12.1817057583333,0.681084942666667,25.8843333333333,3.4954,0.184,20,5.04,4.88,1183,12740,22327,150607,9230,5809.5,NA,NA,NA,NA,NA,NA,1576,24483.5,NA,819.789978027344,5.21999979019165
"2121",2121,63764062010661,0,97.7,0,115.5,0,16.9,0,0,0,230.1,748.900710744369,681.246512949313,115.461384001059,0,0,11,0,16,0,2,0,0,0,29,NA,45.333849,-88.072328,688,0,2568,6.89132443066667,0.291858513333333,23.9793333333333,4.1164,0.203,20,5.085,4.92,886,7610,24042,150918,3338,5654,NA,NA,NA,NA,NA,NA,2666,7771,NA,753.909973144531,5.8600001335144
"2122",2122,63780865010661,5.7,114,0,26.7,27.1,55.4,0,0,32.8,196.1,971.144829040945,144.442576230425,603.217205415776,0,1,12,0,4,2,4,0,0,3,20,5,44.123865,-91.186855,1140,0,2569,15.89428419,0.951674640333333,23.81,2.8585,0.20775,20,6.03,5.48,3350,23607,23077,174432,690,18705.4,34.5,11.5,0,31.2,19.7,0,1248,NA,NA,867.780029296875,7.30000019073486
"2123",2123,63784460010661,56.6,154.4,9.1,102.5,0,15.4,0,0,65.7,272.3,1128.55432894906,671.052044788414,186.265028431339,0,6,20,1,13,0,1,0,0,7,34,6,43.569412,-91.020885,1094,0,2570,10.5096023804444,0.724506877511111,21.1006666666667,5.6645,0.48844,20,5.945,5.56,1957,31009,80955,348460,735,12672.8,7.1,44.1,0,116.6,28.9,0,1663,NA,NA,874.609985351562,7.28999996185303
"2124",2124,63790443010661,29.7,111.5,26.9,148.8,63.5,176.3,0,0,120.1,436.6,921.279899646841,917.517842444167,1995.94020662357,0,3,11,4,20,5,13,0,0,12,44,7,46.199926,-89.8353,1663,0,2571,45.4281930385185,1.35019946985185,26.9426666666667,1.8418,0.12129,20,4.25,3.575,1803,5523,2686,29972,20237,37.2,2186.3,9.3,0,134.9,0,195.3,1407,640.8,NA,781.580017089844,4.44999980926514
"2125",2125,63790774010661,0,148.6,0,132.8,0,6,0,0,0,287.4,1156.16892837412,761.616307009774,28.2743338823081,0,0,18,0,19,0,1,0,0,0,38,NA,45.505329,-89.058084,1660,0,2572,9.78596321066667,0.471770133333333,23.6406666666667,6.5128,0.3509,20,4.6,4.345,1978,9239,29938,138995,8083,11974.1,NA,NA,NA,NA,NA,NA,2794.4,1784.1,NA,794.200012207031,4.65000009536743
"2126",2126,63791406010661,31.8,104.6,95.9,362.6,0,0,0,0,127.7,467.2,897.615852983676,3564.3410690201,0,0,3,11,7,32,0,0,0,0,10,43,6,46.07873,-89.46004,1811,0,2573,10.0502220532805,0.497693576235605,21.9473333333333,6.09161988950276,0.36857635359116,20,4.895,4.38,1442.50828729282,10897.679558011,11312.9944751381,117647.679558011,10235.0718232044,18948.7325966851,260.444198895028,47.9911602209945,0,960.655248618785,20.4883977900552,13.7513812154696,1989.79005524862,3798.79005524862,NA,793.330017089844,4.17000007629395
"2127",2127,63829661010661,0,42.5,0,211.3,0,20.9,0,0,0,274.7,340.069550769461,1646.70505928726,172.952529561752,0,0,5,0,23,0,2,0,0,0,30,NA,45.550881,-90.635958,1493,0,2575,10.237515662,0.597057235,21.4393333333333,4.5049,0.38296,20,4.95,4.21,4346,8640,25649,120412,36847,9017.9,2502.8,48.1,12.9,455.8,8.8,87.4,1742,1433,NA,811.940002441406,4.94000005722046
"2128",2128,63839799010661,0,68.3,0,25.2,0,92,0,0,0,185.5,384.507378854489,166.740030089278,570.183358663279,0,0,10,0,3,0,13,0,0,0,26,NA,45.485435,-90.323107,1503,0,2576,9.81802276666667,0.623465562740741,21.6086666666667,5.411,0.45415,20,4.81,4.19,4565,9170,8715,81390,29490,27248.5,325,62,7,339,14,21,3165,2065.5,NA,783.830017089844,4.92999982833862
"2129",2129,63856866010661,42.8,91.6,56.4,152,8,17.8,0,0,107.2,261.4,1222.91206429963,1011.81274594166,125.192467245553,0,3,6,7,19,1,2,0,0,11,27,5,45.100686,-92.335371,1127,0,2577,20.0591914642963,1.09607723364444,22.4553333333333,8.5801,0.6067,20,6.585,6.23,2476,14729,50785,457487,37,2962.4,93,0,3.7,19.9,3.7,0,1527,NA,2587.5,822.849975585938,6.34000015258789
"2130",2130,63860814010661,248.9,374.6,75,167.8,0,44.7,0,0,323.9,587.1,4279.82308791191,1541.40672752056,525.18789788224,0,19,28,7,17,0,3,0,0,26,48,6,43.372403,-89.898635,1264,0,2578,15.66534064,0.991045549333333,23.1326666666667,6.9658,0.58732,20,5.79,5.38,2312,16410,59182,366014,130,22694.2,0,57.4,0,129.4,31.4,0,1938,5024.6,NA,886.450012207031,8.05000019073486
"2131",2131,63864626010661,129.8,415.5,0,28.2,0,0,0,0,129.8,443.7,4297.97363946803,227.294228487222,0,0,10,34,0,3,0,0,0,0,10,37,6,44.279688,-91.824832,860,0,2579,10.4530620173333,0.752436832666667,21.6086666666667,7.9252,0.6225,20,5.93,5.61,1673,25261,173650,559584,478,3998.9,NA,NA,NA,NA,NA,NA,4831,NA,NA,876.619995117188,7.1399998664856
"2132",2132,63866661010661,0,0,78.4,353.4,0,0,0,0,78.4,353.4,0,3180.90968564947,0,0,0,0,7,33,0,0,0,0,7,33,6,45.841653,-90.802898,1460,0,2580,29.2885599866667,1.49854042666667,24.318,3.4738,0.26365,20,4.6,3.915,3208,7028,9119,49893,65791,4887.4,4028.7,3922.4,0,691.6,7.7,100.1,1656,547.2,NA,824.760009765625,4.76999998092651
"2133",2133,63868761010661,0,303.8,0,5.7,0,0,0,0,0,309.5,2111.59008618384,25.5175863287831,0,0,0,36,0,1,0,0,0,0,0,37,NA,45.670867,-92.751476,971,0,2581,11.37057474,0.49065629,23.81,2.1696,0.1241,20,5.085,4.645,1107,5387,8941,71002,4872,7570.5,NA,NA,NA,NA,NA,NA,1184.6,10461.7,NA,794.150024414062,6.09999990463257
"2134",2134,64024435010661,0,79.7,0,148,0,38.5,0,0,0,266.2,587.90979521116,1011.57712649265,298.223536623645,0,0,9,0,18,0,4,0,0,0,31,NA,45.526895,-91.220882,1072,0,2582,13.2521860358519,0.696948933333333,22.3706666666667,6.9992,0.4536,20,4.715,4.115,2186,9818,12280,71862,45328,3623,1311.4,28,20.4,110.8,7,90.4,2384,664.6,NA,832.419982910156,5.98000001907349
"2135",2135,64087287010661,44.7,68.9,25.3,59.8,0,5.9,0,0,70,134.6,1154.71594177183,702.224497893659,27.3397100678652,0,2,4,2,4,0,1,0,0,4,9,7,43.059346,-90.279352,985,0,2583,5.52463978333333,0.3919603,22.1166666666667,3.8305,0.354,20,5.965,5.365,2690,15785,38460,275315,0,20536.5,0,139.5,0,206,33.5,0,1150,772.5,NA,900.599975585938,7.92000007629395
"2136",2136,64113700010661,0,6.7,0,0,0,0,0,0,0,6.7,35.2565235549115,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,44.374692,-90.425949,994,0,2584,13.536812896,0.79541032,24.4026666666667,6.4466,0.4944,20,4.26,3.65,3177,37099,9303,23765,97312,235.2,7035,232,22.3,402.6,8.4,327.3,2262,401.4,NA,840.659973144531,6.84000015258789
"2137",2137,64137881010661,0,40.5,0,5.9,0,0,0,0,0,46.4,462.418876663516,27.3397100678652,0,0,0,4,0,1,0,0,0,0,0,5,NA,42.6006,-88.055931,838,0,2585,17.5809120364444,1.35931260622222,21.778,15.3921,1.311,20,7.16,6.79,2471,5672,161683,582387,0,31,21.1,0,0,0,0,0,1676,1179.5,NA,874.02001953125,8.56999969482422
"2138",2138,64155941010661,0,17.7,0,5.7,0,144.7,0,0,0,168.1,82.6317407710455,25.5175863287831,1065.36904670374,0,0,3,0,1,0,16,0,0,0,20,NA,45.146825,-89.802432,1343,0,2586,15.2028594495556,0.831823290155556,20.9313333333333,11.1738,0.65854,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.799987792969,5.42000007629395
"2139",2139,64207416010661,2.4,36.4,0,0,0,0,0,0,2.4,36.4,175.489365629526,0,0,0,1,6,0,0,0,0,0,0,1,6,7,46.343081,-91.537141,1201,0,2588,14.5286681312593,0.563688115851852,23.2173333333333,3.3954,0.1894,20,4.895,4.235,1960,8457,8246,32364,29196,3495.2,1299.7,0,0,217.4,0,38.7,1485,3055.2,NA,809.900024414062,5.03000020980835
"2140",2140,64247808010661,107.9,423.2,39.3,149.9,0,0,0,0,147.2,573.1,3584.98133275419,1045.27856168403,0,0,10,42,4,18,0,0,0,0,14,60,8,45.38266,-88.488042,1434,0,2590,32.0595942555118,1.55674380731237,15.0588333333333,6.71225138121547,0.295339060773481,10,4.83,4.13,1867.75690607735,8521.6408839779,22529.817679558,239189.61878453,1634.28729281768,6969.0679558011,163.428729281768,23.3469613259668,0,793.796685082873,23.3469613259668,0,933.878453038674,1751.02209944751,NA,780.679992675781,5.30000019073486
"2141",2141,64249128010538,0,76.3,0,196.3,0,0,0,0,0,272.6,694.943856918964,2113.65568335358,0,0,0,9,0,16,0,0,0,0,0,25,NA,44.264224,-75.139849,947,0,2591,60.4007516456296,2.88740235140741,29.4826666666667,11.9224,0.6802,20,4.515,4.16,2534,8984,4514,27304,46996,3486.8,2210.8,0,0,1415.4,49.8,336,4954.2,513.6,NA,1112.65002441406,6.13000011444092
"2142",2142,64250653010538,0,414.8,0,20.7,0,0,0,0,0,435.5,3500.20545499707,112.382623200541,0,0,0,44,0,3,0,0,0,0,0,47,NA,43.063995,-73.836634,1359,0,2592,42.9579508033564,1.43884300982965,28.0221666666667,7.54036574585635,0.327973480662983,20,4.435,4.125,4449.83425414365,806.972375690608,696.011049723757,3142.85082872928,28389.3480662983,152.026519337017,2142.21767955801,0,0,220.763535911602,0,242.091712707182,4610.93370165746,1943.48839779005,NA,1140.57995605469,8.69999980926514
"2143",2143,64255321010538,0,256.6,0,37.9,0,0,0,0,0,294.5,2629.65442272407,293.401191900385,0,0,0,23,0,4,0,0,0,0,0,27,NA,43.515908,-73.682115,870,0,2594,25.7759077481482,0.827797136296296,25.5033333333333,5.3751,0.1857,20,4.585,4.37,1113,2940,774,1377,26085,77.4,2610.9,10.8,0,156.3,0,139.5,16950.6,1122.9,NA,1099.5400390625,7.40999984741211
"2144",2144,64257766010538,0,176.5,0,21.7,0,0,0,0,0,198.2,1878.20902193029,127.587931643915,0,0,0,15,0,3,0,0,0,0,0,18,NA,41.40231,-73.816843,739,0,2595,16.2441483105613,0.740560499744015,25.0588333333333,5.02057458563536,0.221756906077348,20,4.035,3.645,3076.40883977901,2805.63535911602,1738.01104972376,1938.06629834254,37397.955801105,192.546961325967,3392.20994475138,12.4972375690608,0,280.077348066298,13.7569060773481,906.685082872928,4565.70718232044,469.430939226519,NA,1296.7900390625,9.9399995803833
"2145",2145,64259265010538,0,47.3,0,174.9,0,0,0,0,0,222.2,734.889207509358,1660.6537306692,0,0,0,3,0,17,0,0,0,0,0,20,NA,42.095158,-78.263434,1942,0,2596,18.0014668798148,0.845290061259259,24.7836666666667,5.2801,0.3341,20,4.155,3.76,1059,9531,2510,14257,81905,6029.5,3640.4,0,0,463.7,7.3,349.5,3713.4,10916.4,NA,1070.02001953125,7.13000011444092
